setting,cp_mode,target_coverage,coverage,coverage_gap,avg_width,ces,rcs,point_mse,point_mae,comment
conformal_acp_lags96_modelAutoformer_cpacp_a0.1_cw200_seed0_modeonline_debug-0,acp,0.9,0.829219479653102,0.07078052034689797,0.4117253836234419,0.4493230548452943,0.3246381642345518,0.021343399446011095,0.11330001214135493,
conformal_acp_lags96_modelAutoformer_cpacp_a0.1_cw200_seed0_modeonline_debug-0,acp,0.9,0.829219479653102,0.07078052034689797,0.4117253836234419,0.4493230548452943,0.3246381642345518,0.021343399446011095,0.11330001214135493,
conformal_acp_lags96_modelTransformer_cpacp_a0.1_cw200_seed0_modeonline_debug-0,acp,0.9,0.8218812541694464,0.07811874583055367,0.3528586025568731,0.44945343933450027,0.31713668146806673,0.0539114663640173,0.16412514451241308,
conformal_acp_lags96_modelInformer_cpacp_a0.1_cw200_seed0_modeonline_debug-0,acp,0.9,0.8112074716477652,0.08879252835223483,0.4265939629909786,0.4124751882824929,0.26782853889091096,0.10787791501336289,0.2199041292744206,
conformal_acp_lags96_modelReformer_cpacp_a0.1_cw200_seed0_modeonline_debug-0,acp,0.9,0.8258839226150767,0.07411607738492332,0.23836284849011968,0.4899765923805301,0.3666545856798226,0.013067946072030061,0.08529537275223542,
conformal_acp_lags96_modeliTransformer_cpacp_a0.1_cw200_seed0_modeonline_debug-0,acp,0.9,0.8425617078052035,0.05743829219479657,0.1447685297361128,0.5693345607322872,0.47633391743376163,0.0024050830326007994,0.03653980432770366,
conformal_acp_lags96_modelPyraformer_cpacp_a0.1_cw200_seed0_modeonline_debug-0,acp,0.9,0.875250166777852,0.024749833222148077,0.27420436047912977,0.6280129505018178,0.5805597171252811,0.02626294863487534,0.12642898864772611,
conformal_acp_lags96_modelAutoformer_cpacp_a0.1_cw200_seed0_modeonline_debug-0,acp,0.9,0.829219479653102,0.07078052034689797,0.4117253836234419,0.4493230548452943,0.3246381642345518,0.021343399446011095,0.11330001214135493,
conformal_acp_lags96_modelFEDformer_cpacp_a0.1_cw200_seed0_modeonline_debug-0,acp,0.9,0.8592394929953302,0.04076050700466982,0.18678220151565078,0.608830634632948,0.5387060508072693,0.006194519777512734,0.06314444725058123,
conformal_acp_lags96_modelSCINet_cpacp_a0.1_cw200_seed0_modeonline_debug-0,acp,0.9,0.8612408272181454,0.03875917278185459,0.12877411891136115,0.645356338189971,0.5841002865170855,0.002093992424729158,0.03413038971175932,
conformal_acp_lags96_modelTimesNet_cpacp_a0.1_cw200_seed0_modeonline_debug-0,acp,0.9,0.8705803869246164,0.029419613075383655,0.13530675227223615,0.6828963583052934,0.6367792172234366,0.002068083794523489,0.03381670052780546,
conformal_acp_lags96_modelTSMixer_cpacp_a0.1_cw200_seed0_modeonline_debug-0,acp,0.9,0.8579052701801201,0.04209472981987994,0.3079455580156177,0.5530349333182772,0.4731818387107567,0.037204443817804835,0.1408705132101054,
conformal_acp_lags96_modelTransformer_cpaci_a0.1_cw200_seed0_modeonline_debug-0,aci,0.9,0.9026017344896597,0.002601734489659724,inf,0.0,0.0,0.0539114663640173,0.16412514451241308,
conformal_acp_lags96_modelInformer_cpaci_a0.1_cw200_seed0_modeonline_debug-0,aci,0.9,0.8999332888592395,6.671114076051143e-05,inf,0.0,0.0,0.10787791501336289,0.2199041292744206,
conformal_acp_lags96_modelReformer_cpaci_a0.1_cw200_seed0_modeonline_debug-0,aci,0.9,0.895263509006004,0.004736490993995979,inf,0.0,0.0,0.013067946072030061,0.08529537275223542,
conformal_acp_lags96_modeliTransformer_cpaci_a0.1_cw200_seed0_modeonline_debug-0,aci,0.9,0.8972648432288192,0.0027351567711808578,0.16670336316353962,0.8084144457876413,0.804388861741288,0.0024050830326007994,0.03653980432770366,
conformal_acp_lags96_modelPyraformer_cpaci_a0.1_cw200_seed0_modeonline_debug-0,aci,0.9,0.8999332888592395,6.671114076051143e-05,inf,0.0,0.0,0.02626294863487534,0.12642898864772611,
conformal_acp_lags96_modelAutoformer_cpaci_a0.1_cw200_seed0_modeonline_debug-0,aci,0.9,0.8945963975983989,0.005403602401601093,0.48701999298519916,0.6000644326368069,0.587551234678122,0.021343399446011095,0.11330001214135493,
conformal_acp_lags96_modelFEDformer_cpaci_a0.1_cw200_seed0_modeonline_debug-0,aci,0.9,0.895930620413609,0.004069379586390975,0.24899412353507233,0.7386527076925664,0.7311756142491544,0.006194519777512734,0.06314444725058123,
conformal_acp_lags96_modelSCINet_cpaci_a0.1_cw200_seed0_modeonline_debug-0,aci,0.9,0.8979319546364243,0.0020680453635757434,0.14895436322668182,0.827815996050925,0.8249957989717197,0.002093992424729158,0.03413038971175932,
conformal_acp_lags96_modelTSMixer_cpaci_a0.1_cw200_seed0_modeonline_debug-0,aci,0.9,0.8992661774516344,0.0007338225483656258,inf,0.0,0.0,0.037204443817804835,0.1408705132101054,
conformal_acp_lags96_modelTransformer_cpenbpi_a0.1_cw200_seed0_modeonline_debug-0,enbpi,0.9,0.4849899933288859,0.4150100066711141,0.1996906942640089,0.18514332317465512,0.012598973449239891,0.0539114663640173,0.16412514451241308,
conformal_acp_lags96_modelInformer_cpenbpi_a0.1_cw200_seed0_modeonline_debug-0,enbpi,0.9,0.4849899933288859,0.4150100066711141,0.1996906942640089,0.18514332317465512,0.012598973449239891,0.10787791501336289,0.2199041292744206,
conformal_acp_lags96_modelReformer_cpenbpi_a0.1_cw200_seed0_modeonline_debug-0,enbpi,0.9,0.4849899933288859,0.4150100066711141,0.1996906942640089,0.18514332317465512,0.012598973449239891,0.013067946072030061,0.08529537275223542,
conformal_acp_lags96_modeliTransformer_cpenbpi_a0.1_cw200_seed0_modeonline_debug-0,enbpi,0.9,0.4849899933288859,0.4150100066711141,0.1996906942640089,0.18514332317465512,0.012598973449239891,0.0024050830326007994,0.03653980432770366,
conformal_acp_lags96_modelPyraformer_cpenbpi_a0.1_cw200_seed0_modeonline_debug-0,enbpi,0.9,0.4849899933288859,0.4150100066711141,0.1996906942640089,0.18514332317465512,0.012598973449239891,0.02626294863487534,0.12642898864772611,
conformal_acp_lags96_modelAutoformer_cpenbpi_a0.1_cw200_seed0_modeonline_debug-0,enbpi,0.9,0.4849899933288859,0.4150100066711141,0.1996906942640089,0.18514332317465512,0.012598973449239891,0.021343399446011095,0.11330001214135493,
conformal_acp_lags96_modelFEDformer_cpenbpi_a0.1_cw200_seed0_modeonline_debug-0,enbpi,0.9,0.4849899933288859,0.4150100066711141,0.1996906942640089,0.18514332317465512,0.012598973449239891,0.006194519777512734,0.06314444725058123,
conformal_acp_lags96_modelSCINet_cpenbpi_a0.1_cw200_seed0_modeonline_debug-0,enbpi,0.9,0.4849899933288859,0.4150100066711141,0.1996906942640089,0.18514332317465512,0.012598973449239891,0.002093992424729158,0.03413038971175932,
conformal_acp_lags96_modelTSMixer_cpenbpi_a0.1_cw200_seed0_modeonline_debug-0,enbpi,0.9,0.4849899933288859,0.4150100066711141,0.1996906942640089,0.18514332317465512,0.012598973449239891,0.037204443817804835,0.1408705132101054,
conformal_acp_lags96_modelTransformer_cpcqr_a0.1_cw200_seed0_modeonline_debug-0,cqr,0.9,0.9686457638425617,0.06864576384256171,0.2500088775188207,0.49978605576185686,0.38295538353654884,0.0539114663640173,0.16412514451241308,
conformal_acp_lags96_modelInformer_cpcqr_a0.1_cw200_seed0_modeonline_debug-0,cqr,0.9,0.9686457638425617,0.06864576384256171,0.2500088775188207,0.49978605576185686,0.38295538353654884,0.10787791501336289,0.2199041292744206,
conformal_acp_lags96_modelReformer_cpcqr_a0.1_cw200_seed0_modeonline_debug-0,cqr,0.9,0.9686457638425617,0.06864576384256171,0.2500088775188207,0.49978605576185686,0.38295538353654884,0.013067946072030061,0.08529537275223542,
conformal_acp_lags96_modeliTransformer_cpcqr_a0.1_cw200_seed0_modeonline_debug-0,cqr,0.9,0.9686457638425617,0.06864576384256171,0.2500088775188207,0.49978605576185686,0.38295538353654884,0.0024050830326007994,0.03653980432770366,
conformal_acp_lags96_modelPyraformer_cpcqr_a0.1_cw200_seed0_modeonline_debug-0,cqr,0.9,0.9686457638425617,0.06864576384256171,0.2500088775188207,0.49978605576185686,0.38295538353654884,0.02626294863487534,0.12642898864772611,
conformal_acp_lags96_modelAutoformer_cpcqr_a0.1_cw200_seed0_modeonline_debug-0,cqr,0.9,0.9686457638425617,0.06864576384256171,0.2500088775188207,0.49978605576185686,0.38295538353654884,0.021343399446011095,0.11330001214135493,
conformal_acp_lags96_modelFEDformer_cpcqr_a0.1_cw200_seed0_modeonline_debug-0,cqr,0.9,0.9686457638425617,0.06864576384256171,0.2500088775188207,0.49978605576185686,0.38295538353654884,0.006194519777512734,0.06314444725058123,
conformal_acp_lags96_modelTSMixer_cpcqr_a0.1_cw200_seed0_modeonline_debug-0,cqr,0.9,0.9686457638425617,0.06864576384256171,0.2500088775188207,0.49978605576185686,0.38295538353654884,0.037204443817804835,0.1408705132101054,
conformal_acp_lags96_modelSCINet_cpcqr_a0.1_cw200_seed0_modeonline_debug-0,cqr,0.9,0.9686457638425617,0.06864576384256171,0.2500088775188207,0.49978605576185686,0.38295538353654884,0.002093992424729158,0.03413038971175932,
conformal_acp_lags96_modelTransformer_cpdfpi_a0.1_cw200_seed0_modeonline_debug-0,dfpi,0.9,0.6997998665777185,0.2002001334222815,0.4663221836090088,0.27867383029245646,0.08513787866143438,0.0539114663640173,0.16412514451241308,
conformal_acp_lags96_modelInformer_cpdfpi_a0.1_cw200_seed0_modeonline_debug-0,dfpi,0.9,0.675783855903936,0.22421614409606405,0.6778450012207031,0.24422499525659017,0.05734576690352975,0.10787791501336289,0.2199041292744206,
conformal_acp_lags96_modelReformer_cpdfpi_a0.1_cw200_seed0_modeonline_debug-0,dfpi,0.9,0.7771847898599066,0.12281521014009344,0.2566256523132324,0.3920228789804074,0.22138724084096414,0.013067946072030061,0.08529537275223542,
conformal_acp_lags96_modeliTransformer_cpdfpi_a0.1_cw200_seed0_modeonline_debug-0,dfpi,0.9,0.9766511007338226,0.07665110073382253,0.23675072193145752,0.48444056191985846,0.35803508543279794,0.0024050830326007994,0.03653980432770366,
conformal_acp_lags96_modelPyraformer_cpdfpi_a0.1_cw200_seed0_modeonline_debug-0,dfpi,0.9,0.7384923282188125,0.16150767178118752,0.38207364082336426,0.32304403810532856,0.13433203256809054,0.02626294863487534,0.12642898864772611,
conformal_acp_lags96_modelAutoformer_cpdfpi_a0.1_cw200_seed0_modeonline_debug-0,dfpi,0.9,0.9726484322881921,0.07264843228819207,0.6952627301216125,0.3844953737307017,0.25801589347690707,0.021343399446011095,0.11330001214135493,
conformal_acp_lags96_modelFEDformer_cpdfpi_a0.1_cw200_seed0_modeonline_debug-0,dfpi,0.9,0.9859906604402935,0.08599066044029346,0.3935064673423767,0.4246716544422714,0.2831056812874076,0.006194519777512734,0.06314444725058123,
conformal_acp_lags96_modelSCINet_cpdfpi_a0.1_cw200_seed0_modeonline_debug-0,dfpi,0.9,0.961974649766511,0.061974649766511014,0.21065735816955566,0.5306000991961098,0.425389919359904,0.002093992424729158,0.03413038971175932,
conformal_acp_lags96_modelTSMixer_cpdfpi_a0.1_cw200_seed0_modeonline_debug-0,dfpi,0.9,0.7058038692461641,0.1941961307538359,0.4505951404571533,0.2850134019499382,0.09154742808726017,0.037204443817804835,0.1408705132101054,
conformal_acp_lags96_modelTransformer_cphopcpt_a0.1_cw200_seed0_modeonline_debug-0,hopcpt,0.9,0.789859906604403,0.11014009339559705,0.5759616061005429,0.35389447426515946,0.19277680834068797,0.0539114663640173,0.16412514451241308,
conformal_acp_lags96_modelInformer_cphopcpt_a0.1_cw200_seed0_modeonline_debug-0,hopcpt,0.9,0.7745163442294863,0.12548365577051368,0.752337989153846,0.31240835527198685,0.14650949544275113,0.10870879222696773,0.22073529235059688,
conformal_acp_lags96_modelReformer_cphopcpt_a0.1_cw200_seed0_modeonline_debug-0,hopcpt,0.9,0.8539026017344896,0.0460973982655104,0.33356317906236627,0.5317886938627152,0.4442983115054906,0.012633003021179265,0.08499708688917947,
conformal_acp_lags96_modeliTransformer_cphopcpt_a0.1_cw200_seed0_modeonline_debug-0,hopcpt,0.9,0.9379586390927285,0.03795863909272845,0.19235907885694023,0.6167177016815797,0.5508847311404956,0.0024050830326007994,0.03653980432770366,
conformal_acp_lags96_modelPyraformer_cphopcpt_a0.1_cw200_seed0_modeonline_debug-0,hopcpt,0.9,0.7411607738492328,0.15883922615076718,0.37127953419180565,0.32730067956479236,0.13924153547116652,0.02626294863487534,0.12642898864772611,
conformal_acp_lags96_modelAutoformer_cphopcpt_a0.1_cw200_seed0_modeonline_debug-0,hopcpt,0.9,0.9352901934623082,0.03529019346230822,0.5519133457800153,0.4885292808325659,0.41477091128333915,0.021343399446011095,0.11330001214135493,
conformal_acp_lags96_modelFEDformer_cphopcpt_a0.1_cw200_seed0_modeonline_debug-0,hopcpt,0.9,0.9252835223482322,0.025283522348232168,0.2807646973119803,0.6226996347021264,0.5739486490452822,0.006194519777512734,0.06314444725058123,
conformal_acp_lags96_modelTSMixer_cphopcpt_a0.1_cw200_seed0_modeonline_debug-0,hopcpt,0.9,0.76184122748499,0.13815877251501008,0.4621432801233368,0.3375236087128841,0.15885689206864928,0.037204443817804835,0.1408705132101054,
conformal_acp_lags96_modelSCINet_cphopcpt_a0.1_cw200_seed0_modeonline_debug-0,hopcpt,0.9,0.9419613075383589,0.041961307538358916,0.18064314919405877,0.6072453775932328,0.5356245187447705,0.002093992424729158,0.03413038971175932,
conformal_acp_lags96_modelTimesNet_cphopcpt_a0.1_cw200_seed0_modeonline_debug-0,hopcpt,0.9,0.9466310873915944,0.046631087391594384,0.1797091599889178,0.5909103753761067,0.5116767935731061,0.002068083794523489,0.03381670052780546,
conformal_acp_lags96_modelTransformer_cpnex_a0.1_cw200_seed0_modeonline_debug-0,nex,0.9,0.8685790527018012,0.031420947298198776,0.5744785938344851,0.49100366798851364,0.4240310604148046,0.0539114663640173,0.16412514451241308,
conformal_acp_lags96_modelInformer_cpnex_a0.1_cw200_seed0_modeonline_debug-0,nex,0.9,0.8772515010006671,0.022748498999332956,0.7509854791985403,0.4604292587883309,0.4096553384610237,0.10787791501336289,0.2199041292744206,
conformal_acp_lags96_modelReformer_cpnex_a0.1_cw200_seed0_modeonline_debug-0,nex,0.9,0.8772515010006671,0.022748498999332956,0.32966200118788763,0.6089943978748305,0.5630944348542872,0.013067946072030061,0.08529537275223542,
conformal_acp_lags96_modeliTransformer_cpnex_a0.1_cw200_seed0_modeonline_debug-0,nex,0.9,0.9059372915276851,0.0059372915276850735,0.16997845230836564,0.7854662294112285,0.776395796396424,0.0024050830326007994,0.03653980432770366,
conformal_acp_lags96_modelPyraformer_cpnex_a0.1_cw200_seed0_modeonline_debug-0,nex,0.9,0.8865910607071381,0.01340893929286191,0.4172171257036161,0.6028597772763287,0.5735741093010503,0.02626294863487534,0.12642898864772611,
conformal_acp_lags96_modelAutoformer_cpnex_a0.1_cw200_seed0_modeonline_debug-0,nex,0.9,0.9079386257505003,0.007938625750500306,0.5026729121528382,0.5842751942670086,0.5659351154090962,0.021343399446011095,0.11330001214135493,
conformal_acp_lags96_modelFEDformer_cpnex_a0.1_cw200_seed0_modeonline_debug-0,nex,0.9,0.9112741827885257,0.011274182788525655,0.2575155207489663,0.6960975275889772,0.6748415992299982,0.006194519777512734,0.06314444725058123,
conformal_acp_lags96_modelTSMixer_cpnex_a0.1_cw200_seed0_modeonline_debug-0,nex,0.9,0.8832555036691128,0.01674449633088726,0.47463641312716404,0.5667894218212447,0.5296727654184757,0.037204443817804835,0.1408705132101054,
conformal_acp_lags96_modelSCINet_cpnex_a0.1_cw200_seed0_modeonline_debug-0,nex,0.9,0.914609739826551,0.014609739826551005,0.15627596939878516,0.7448111923023031,0.7221526698799704,0.002093992424729158,0.03413038971175932,
conformal_acp_lags96_modelTransformer_cpagaci_a0.1_cw200_seed0_modeonline_debug-0,agaci,0.9,0.904603068712475,0.004603068712474956,0.6399854443820188,0.5402940567768504,0.5291476194706599,0.0539114663640173,0.16412514451241308,
conformal_acp_lags96_modelTimesNet_cpaci_a0.1_cw200_seed0_modeonline_debug-0,aci,0.9,0.8985990660440294,0.001400933955970629,0.14860613314214946,0.832716507084807,0.8308242703285734,0.002068083794523489,0.03381670052780546,
conformal_acp_lags96_modelTimesNet_cpagaci_a0.1_cw200_seed0_modeonline_debug-0,agaci,0.9,0.895263509006004,0.004736490993995979,0.15358583521130698,0.8061222214208681,0.7993512000227058,0.002068083794523489,0.03381670052780546,
conformal_acp_lags96_modelTimesNet_cpenbpi_a0.1_cw200_seed0_modeonline_debug-0,enbpi,0.9,0.4849899933288859,0.4150100066711141,0.1996906942640089,0.18514332317465512,0.012598973449239891,0.002068083794523489,0.03381670052780546,
conformal_acp_lags96_modelTimesNet_cpcqr_a0.1_cw200_seed0_modeonline_debug-0,cqr,0.9,0.9686457638425617,0.06864576384256171,0.2500088775188207,0.49978605576185686,0.38295538353654884,0.002068083794523489,0.03381670052780546,
conformal_acp_lags96_modelTimesNet_cpdfpi_a0.1_cw200_seed0_modeonline_debug-0,dfpi,0.9,0.970647098065377,0.07064709806537695,0.20827388763427734,0.5080305208614831,0.3909791100877979,0.002068083794523489,0.03381670052780546,
conformal_acp_lags96_modelTimesNet_cpnex_a0.1_cw200_seed0_modeonline_debug-0,nex,0.9,0.9086057371581054,0.00860573715810542,0.15247706300501349,0.7825921423738569,0.7699127877696739,0.002068083794523489,0.03381670052780546,
conformal_acp_lags96_modelInformer_cpagaci_a0.1_cw200_seed0_modeonline_debug-0,agaci,0.9,0.8592394929953302,0.04076050700466982,0.9482298310371527,0.38460785654146223,0.30342439684271405,0.10787791501336289,0.2199041292744206,
conformal_acp_lags96_modelReformer_cpagaci_a0.1_cw200_seed0_modeonline_debug-0,agaci,0.9,0.8932621747831888,0.006737825216811211,0.3608988514223016,0.6573643592063649,0.6430118216059345,0.013067946072030061,0.08529537275223542,
conformal_acp_lags96_modeliTransformer_cpagaci_a0.1_cw200_seed0_modeonline_debug-0,agaci,0.9,0.8979319546364243,0.0020680453635757434,0.16616722767348877,0.8132435442018352,0.8102245662205142,0.0024050830326007994,0.03653980432770366,
conformal_acp_lags96_modelPyraformer_cpagaci_a0.1_cw200_seed0_modeonline_debug-0,agaci,0.9,0.9066044029352902,0.006604402935290188,0.45065401415532935,0.6124584966841622,0.5974838170575273,0.02626294863487534,0.12642898864772611,
conformal_acp_lags96_modelAutoformer_cpagaci_a0.1_cw200_seed0_modeonline_debug-0,agaci,0.9,0.9012675116744496,0.0012675116744496062,0.5186611794160213,0.6006304867717708,0.5976151511704235,0.021343399446011095,0.11330001214135493,
conformal_acp_lags96_modelFEDformer_cpagaci_a0.1_cw200_seed0_modeonline_debug-0,agaci,0.9,0.9032688458972649,0.003268845897264838,0.2527069866195796,0.7404774767449303,0.7344409392387595,0.006194519777512734,0.06314444725058123,
conformal_acp_lags96_modelSCINet_cpagaci_a0.1_cw200_seed0_modeonline_debug-0,agaci,0.9,0.8979319546364243,0.0020680453635757434,0.1578686697907594,0.820204525306274,0.8172793713244111,0.002093992424729158,0.03413038971175932,
conformal_acp_lags96_modelTSMixer_cpagaci_a0.1_cw200_seed0_modeonline_debug-0,agaci,0.9,0.9212808539026017,0.021280853902601704,0.5525522229766334,0.5241996134348723,0.4769184908019414,0.037204443817804835,0.1408705132101054,
