t,cov_w,gap_w,width_mean_w,width_std_w,width_step_mean_w,ces_w,rcs_w,control_state,control_std_w,control_step_mean_w,covered_t,width_t
1,nan,nan,nan,nan,nan,nan,nan,0.07496109887589716,nan,nan,1.0,0.483244922906072
2,nan,nan,nan,0.017677643972639823,0.035355287945279645,nan,nan,0.059109282560484186,0.007925908157706489,0.015851816315412978,1.0,0.44788963496079237
3,nan,nan,nan,0.032770314067363464,0.05772152720333623,nan,nan,0.06039293027911306,0.00718918453285876,0.008567732017020928,1.0,0.5279774014221852
4,nan,nan,nan,0.03825639996243746,0.07209845730239284,nan,nan,0.06334261965428406,0.006258844931426318,0.006695051136404284,1.0,0.42712508392167914
5,nan,nan,nan,0.03557516099588993,0.05909864960797917,nan,nan,0.05940507686004867,0.005950891196684627,0.00600567405086206,1.0,0.4472243104464173
6,nan,nan,nan,0.03508486127082849,0.05829787335254126,nan,nan,0.06468587101374122,0.005452131969659709,0.005860698071428158,1.0,0.5023190787772069
7,nan,nan,nan,0.03334176615620843,0.05711222271073072,nan,nan,0.0672746475018329,0.005204653037103777,0.005315377807538745,1.0,0.4511351092755289
8,nan,nan,nan,0.04450948465966643,0.06530224069142691,nan,nan,0.07138248443769375,0.0054218268203529455,0.0051428719687276175,1.0,0.565577457851133
9,nan,nan,nan,0.04599124942593144,0.07512736567292674,nan,nan,0.08660751987780287,0.008482154767827902,0.006403142402650304,1.0,0.4216742173077075
10,nan,nan,nan,0.0437179613840007,0.07167467888130624,nan,nan,0.07910816627211104,0.008772594775643251,0.006524943647432696,1.0,0.46572740185604977
11,nan,nan,nan,0.04478754881693814,0.06937997435270304,nan,nan,0.0776066296620058,0.008753638688569562,0.006022602943699951,1.0,0.41699976826077556
12,nan,nan,nan,0.04438086705928959,0.06401939501982139,nan,nan,0.07618093452331869,0.00858535965692705,0.005604702234153328,1.0,0.42741336995178036
13,nan,nan,nan,0.04341432766722553,0.059293363814755286,nan,nan,0.09583058842577447,0.010742324664760362,0.006775114873178533,1.0,0.4347203905108086
