setting,cp_mode,target_coverage,coverage,coverage_gap,avg_width,ces,rcs,point_mse,point_mae,comment
exchange_rate.csv_lags96_modelTimesNet_cpagaci_modeonline_seed0,agaci,0.9,0.9340804218852999,0.034080421885299916,1.5563570897916386,0.33920759133879214,0.2727778464669477,0.07632783164523307,0.2032512201631077,
exchange_rate.csv_lags96_modelTimesNet_cpcqr_modeonline_seed0,cqr,0.9,0.984838497033619,0.08483849703361901,0.319787075140949,0.4590045473451647,0.3218253201679236,0.07632783164523307,0.2032512201631077,
exchange_rate.csv_lags96_modelTimesNet_cpdfpi_modeonline_seed0,dfpi,0.9,0.9334212261041529,0.03342122610415288,1.136033058166504,0.39882131978621016,0.32942648073873987,0.07632783164523307,0.2032512201631077,
exchange_rate.csv_lags96_modeliTransformer_cpacp_modeonline_seed0,acp,0.9,0.8905735003295979,0.0094264996704021,0.5275759578242805,0.6100945026481251,0.5890902695218845,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modeliTransformer_cpacp_modeonline_seed0,acp,0.9,0.8905735003295979,0.0094264996704021,0.5265648935050619,0.6104833884116253,0.5894886950708921,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modelDLinear_cpacp_modeonline_seed0,acp,0.9,0.8859591298615689,0.014040870138431139,0.6238529507301381,0.5603311786530802,0.528510213548152,0.021487515148747437,0.11786789257980604,
exchange_rate.csv_lags96_modelDLinear_cpaci_modeonline_seed0,aci,0.9,0.9004614370468029,0.00046143704680290387,0.5654535922630098,0.6295026086477752,0.628429979084219,0.021487515148747437,0.11786789257980604,
exchange_rate.csv_lags96_modelDLinear_cpagaci_modeonline_seed0,agaci,0.9,0.5800922874093606,0.31990771259063944,0.4496157247845457,0.21443612857104088,0.027862726048547226,0.021487515148747437,0.11786789257980604,
exchange_rate.csv_lags96_modelDLinear_cpcqr_modeonline_seed0,cqr,0.9,0.984838497033619,0.08483849703361901,0.319787075140949,0.4590045473451647,0.3218253201679236,0.021487515148747437,0.11786789257980604,
exchange_rate.csv_lags96_modelDLinear_cpdfpi_modeonline_seed0,dfpi,0.9,0.994726433750824,0.09472643375082401,0.7990694046020508,0.3606905396680995,0.21247065613487426,0.021487515148747437,0.11786789257980604,
exchange_rate.csv_lags96_modelTimesNet_cpenbpi_modeonline_seed0,enbpi,0.9,0.4693473961766645,0.43065260382333553,0.2522563009602512,0.17962899450553457,0.010694372149461607,0.07632783164523307,0.2032512201631077,
exchange_rate.csv_lags96_modelTimesNet_cphopcpt_modeonline_seed0,hopcpt,0.9,0.8958470665787739,0.004152933421226135,1.122508167902998,0.4543929225780845,0.4442928494692566,0.07632783164523307,0.2032512201631077,
exchange_rate.csv_lags96_modelTimesNet_cpnex_modeonline_seed0,nex,0.9,0.8872775214238628,0.012722478576137175,0.9665341594538251,0.4705084608309239,0.4406786804134819,0.07632783164523307,0.2032512201631077,
exchange_rate.csv_lags96_modeliTransformer_cpacp_modeonline_seed0,acp,0.9,0.8905735003295979,0.0094264996704021,0.5265648935050619,0.6104833884116253,0.5894886950708921,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modeliTransformer_cpaci_modeonline_seed0,aci,0.9,0.8998022412656559,0.00019775873434413338,inf,0.0,0.0,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modeliTransformer_cpagaci_modeonline_seed0,agaci,0.9,0.8918918918918919,0.008108108108108136,0.49537954742772217,0.6278814556103461,0.6100379820386063,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modeliTransformer_cpcqr_modeonline_seed0,cqr,0.9,0.984838497033619,0.08483849703361901,0.319787075140949,0.4590045473451647,0.3218253201679236,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modeliTransformer_cpdfpi_modeonline_seed0,dfpi,0.9,0.96044825313118,0.06044825313117996,0.5921626314520836,0.45126226835525235,0.3390313621533076,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modelDLinear_cphopcpt_modeonline_seed0,hopcpt,0.9,0.9261700725115359,0.026170072511535913,0.6159689520627778,0.526923385092698,0.4704708814240503,0.021487515148747437,0.11786789257980604,
exchange_rate.csv_lags96_modelDLinear_cpnex_modeonline_seed0,nex,0.9,0.8998022412656559,0.00019775873434413338,0.547554775492958,0.6379850057611567,0.6375289332119108,0.021487515148747437,0.11786789257980604,
exchange_rate.csv_lags96_modelTimesNet_cpacp_modeonline_seed0,acp,0.9,0.8866183256427159,0.013381674357284101,1.092991524995622,0.4419803144817327,0.41092641904519367,0.07632783164523307,0.2032512201631077,
exchange_rate.csv_lags96_modelTimesNet_cpaci_modeonline_seed0,aci,0.9,0.8998022412656559,0.00019775873434413338,inf,0.0,0.0,0.07632783164523307,0.2032512201631077,
exchange_rate.csv_lags96_modelTimesNet_cpagaci_modeonline_seed0,agaci,0.9,0.9340804218852999,0.034080421885299916,1.5563570897916386,0.33920759133879214,0.2727778464669477,0.07632783164523307,0.2032512201631077,
exchange_rate.csv_lags96_modelTimesNet_cpcqr_modeonline_seed0,cqr,0.9,0.984838497033619,0.08483849703361901,0.319787075140949,0.4590045473451647,0.3218253201679236,0.07632783164523307,0.2032512201631077,
exchange_rate.csv_lags96_modelTimesNet_cpdfpi_modeonline_seed0,dfpi,0.9,0.9334212261041529,0.03342122610415288,1.136033058166504,0.39882131978621016,0.32942648073873987,0.07632783164523307,0.2032512201631077,
exchange_rate.csv_lags96_modelTimesNet_cphopcpt_modeonline_seed0,hopcpt,0.9,0.8958470665787739,0.004152933421226135,1.122508167902998,0.4543929225780845,0.4442928494692566,0.07632783164523307,0.2032512201631077,
exchange_rate.csv_lags96_modelTimesNet_cpnex_modeonline_seed0,nex,0.9,0.8872775214238628,0.012722478576137175,0.9665341594538251,0.4705084608309239,0.4406786804134819,0.07632783164523307,0.2032512201631077,
exchange_rate.csv_lags96_modeliTransformer_cpacp_modeonline_seed0,acp,0.9,0.8905735003295979,0.0094264996704021,0.5265648935050619,0.6104833884116253,0.5894886950708921,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modeliTransformer_cpaci_modeonline_seed0,aci,0.9,0.8998022412656559,0.00019775873434413338,inf,0.0,0.0,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modeliTransformer_cpagaci_modeonline_seed0,agaci,0.9,0.8918918918918919,0.008108108108108136,0.49537954742772217,0.6278814556103461,0.6100379820386063,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modeliTransformer_cpcqr_modeonline_seed0,cqr,0.9,0.984838497033619,0.08483849703361901,0.319787075140949,0.4590045473451647,0.3218253201679236,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modeliTransformer_cpdfpi_modeonline_seed0,dfpi,0.9,0.96044825313118,0.06044825313117996,0.5921626314520836,0.45126226835525235,0.3390313621533076,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modeliTransformer_cphopcpt_modeonline_seed0,hopcpt,0.9,0.9096901779828609,0.00969017798286087,0.5349345446691967,0.6063081659463454,0.584662985466525,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modeliTransformer_cpnex_modeonline_seed0,nex,0.9,0.8918918918918919,0.008108108108108136,0.4525761245581062,0.6458052530395062,0.6284146618485075,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modeliTransformer_cpenbpi_modeonline_seed0,enbpi,0.9,0.4693473961766645,0.43065260382333553,0.2522563009602512,0.17962899450553457,0.010694372149461607,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modeliTransformer_cphopcpt_modeonline_seed0,hopcpt,0.9,0.9096901779828609,0.00969017798286087,0.5349345446691967,0.6063081659463454,0.584662985466525,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modeliTransformer_cpnex_modeonline_seed0,nex,0.9,0.8918918918918919,0.008108108108108136,0.4525761245581062,0.6458052530395062,0.6284146618485075,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modeliTransformer_cpacp_modeonline_seed0,acp,0.9,0.8905735003295979,0.0094264996704021,0.5265648935050619,0.6104833884116253,0.5894886950708921,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modeliTransformer_cpacp_modeonline_seed0,acp,0.9,0.8879367172050099,0.012063282794990138,0.5184076701086535,0.6038683399965086,0.5772984278146112,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modeliTransformer_cpacp_modeonline_seed0,acp,0.9,0.8998022412656559,0.00019775873434413338,0.4806170258353277,0.6674192299154239,0.6669809890715384,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modeliTransformer_cpacp_modeonline_seed0,acp,0.9,0.8767303889255109,0.023269611074489105,0.519832420268178,0.5651234957095383,0.5156035801239142,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modeliTransformer_cpacp_modeonline_seed0,acp,0.9,0.8885959129861569,0.0114040870138431,0.5175396819383321,0.6066114141103808,0.5814559890613337,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modeliTransformer_cpacp_modeonline_seed0,acp,0.9,0.8793671720500988,0.020632827949901178,0.4166741488886094,0.6110132159443683,0.5688088929535584,0.01684039936251283,0.09312802183840255,
exchange_rate.csv_lags96_modelDLinear_cpacp_modeonline_seed0,acp,0.9,0.8859591298615689,0.014040870138431139,0.6238529507301381,0.5603311786530802,0.528510213548152,0.021487515148747437,0.11786789257980604,
exchange_rate.csv_lags96_modelDLinear_cpacp_modeonline_seed0,acp,0.9,0.8800263678312459,0.01997363216875414,0.6095785260881723,0.5466735256527915,0.5025726481045405,0.021487515148747437,0.11786789257980604,
exchange_rate.csv_lags96_modelDLinear_cpacp_modeonline_seed0,acp,0.9,0.9030982201713909,0.003098220171390831,0.5363243959531816,0.6309777218412558,0.6239255459217143,0.021487515148747437,0.11786789257980604,
exchange_rate.csv_lags96_modelDLinear_cpacp_modeonline_seed0,acp,0.9,0.8529993408042189,0.047000659195781114,0.5909534931173254,0.480704145453193,0.38813130438425913,0.021487515148747437,0.11786789257980604,
exchange_rate.csv_lags96_modelDLinear_cpacp_modeonline_seed0,acp,0.9,0.8800263678312459,0.01997363216875414,0.6087280730035949,0.5469361211693671,0.5028436665650373,0.021487515148747437,0.11786789257980604,
exchange_rate.csv_lags96_modelDLinear_cpacp_modeonline_seed0,acp,0.9,0.8747528015820699,0.025247198417930106,0.45840375905273334,0.5794200998299928,0.5272719235844787,0.021487515148747437,0.11786789257980604,
exchange_rate.csv_lags96_modelTimesNet_cpacp_modeonline_seed0,acp,0.9,0.8866183256427159,0.013381674357284101,1.092991524995622,0.4419803144817327,0.41092641904519367,0.07632783164523307,0.2032512201631077,
exchange_rate.csv_lags96_modelTimesNet_cpacp_modeonline_seed0,acp,0.9,0.8800263678312459,0.01997363216875414,1.0583572141766568,0.4361675189258661,0.3912861993090258,0.07632783164523307,0.2032512201631077,
exchange_rate.csv_lags96_modelTimesNet_cpacp_modeonline_seed0,acp,0.9,0.8951878707976269,0.004812129202373172,0.9717191570534497,0.48742175913729563,0.4756790260731889,0.07632783164523307,0.2032512201631077,
exchange_rate.csv_lags96_modelTimesNet_cpacp_modeonline_seed0,acp,0.9,0.8852999340804218,0.014700065919578176,1.073422709863943,0.4433568419569025,0.409431205418584,0.07632783164523307,0.2032512201631077,
exchange_rate.csv_lags96_modelTimesNet_cpacp_modeonline_seed0,acp,0.9,0.8787079762689519,0.021292023731048104,1.059143784848339,0.4335210078177574,0.38601155902956513,0.07632783164523307,0.2032512201631077,
exchange_rate.csv_lags96_modelTimesNet_cpacp_modeonline_seed0,acp,0.9,0.8707976268951879,0.029202373104812107,0.9118541172418007,0.4476894161784363,0.3845924951442225,0.07632783164523307,0.2032512201631077,
